vids pt_graph
GRK_KALA96_2_9 19516
GRK_KALA96_2_10 19516
GRK_KAPS55_1_1 19517
GRK_KAPS55_1_2 19517
GRK_KAPS97_2_1 19517
GRK_KAPS97_2_2 19517
GRK_KAPS97_2_3 19517
GRK_KAPS97_2_4 19517
GRK_KAPS97_2_5 19517
GRK_KATA132_3_1 19518
GRK_KATA17_0_1 19518
GRK_KATA56_1_1 19518
GRK_KATA56_1_2 19518
GRK_KATA56_1_3 19518
GRK_KATA56_1_4 19518
GRK_KATA56_1_5 19518
GRK_KATA56_1_6 19518
GRK_KATA56_1_7 19518
GRK_KATA56_1_8 19518
GRK_KATA56_1_9 19518
GRK_KATA56_1_10 19518
GRK_KATA56_1_11 19518
GRK_KATA56_1_12 19518
GRK_KATA56_1_13 19518
GRK_KATA98_2_1 19518
GRK_KATA98_2_2 19518
GRK_KERK133_3_1 19519
GRK_KERK133_3_2 19519
GRK_KERK133_3_3 19519
GRK_KERK149_4_1 19519
GRK_KERK149_4_2 19519
GRK_KERK149_4_3 19519
GRK_KERK149_4_4 19519
GRK_KERK18_0_1 19519
GRK_KERK18_0_2 19519
GRK_KERK18_0_3 19519
GRK_KERK18_0_4 19519
GRK_KERK18_0_5 19519
GRK_KERK18_0_6 19519
GRK_KERK57_1_1 19519
GRK_KERK57_1_2 19519
GRK_KERK57_1_3 19519
GRK_KERK57_1_4 19519
GRK_KERK57_1_5 19519
GRK_KERK57_1_6 19519
GRK_KERK57_1_7 19519
GRK_KERK57_1_8 19519
GRK_KERK57_1_9 19519
GRK_KERK57_1_10 19519
GRK_KERK57_1_11 19519
GRK_KERK57_1_12 19519
GRK_KERK57_1_13 19519
GRK_KERK57_1_14 19519
GRK_KERK57_1_15 19519
GRK_KERK57_1_16 19519
GRK_KERK57_1_17 19519
GRK_KERK57_1_18 19519
GRK_KERK57_1_19 19519
GRK_KERK57_1_20 19519
GRK_KERK57_1_21 19519
GRK_KERK57_1_22 19519
GRK_KERK57_1_23 19519
GRK_KERK57_1_24 19519
GRK_KERK57_1_25 19519
GRK_KERK57_1_26 19519
GRK_KERK57_1_27 19519
GRK_KERK57_1_28 19519
GRK_KERK57_1_29 19519
GRK_KERK57_1_30 19519
GRK_KERK57_1_31 19519
GRK_KERK57_1_32 19519
GRK_KERK57_1_33 19519
GRK_KERK57_1_34 19519
GRK_KERK57_1_35 19519
GRK_KERK57_1_36 19519
GRK_KERK57_1_37 19519
GRK_KERK57_1_38 19519
GRK_KERK57_1_39 19519
GRK_KERK57_1_40 19519
GRK_KERK57_1_41 19519
GRK_KERK57_1_42 19519
GRK_KERK57_1_43 19519
GRK_KERK57_1_44 19519
GRK_KERK57_1_45 19519
GRK_KERK57_1_46 19519
GRK_KERK57_1_47 19519
GRK_KERK57_1_48 19519
GRK_KERK57_1_49 19519
GRK_KERK57_1_50 19519
GRK_KERK57_1_51 19519
GRK_KERK57_1_52 19519
GRK_KERK57_1_53 19519
GRK_KERK57_1_54 19519
GRK_KERK57_1_55 19519
GRK_KERK57_1_56 19519
GRK_KERK57_1_57 19519
GRK_KERK57_1_58 19519
GRK_KERK57_1_59 19519
GRK_KERK57_1_60 19519
GRK_KERK57_1_61 19519
GRK_KERK57_1_62 19519
GRK_KERK57_1_63 19519
GRK_KERK57_1_64 19519
GRK_KERK57_1_65 19519
GRK_KERK57_1_66 19519
GRK_KERK57_1_67 19519
GRK_KERK57_1_68 19519
GRK_KERK57_1_69 19519
GRK_KERK57_1_70 19519
GRK_KERK57_1_71 19519
GRK_KERK57_1_72 19519
GRK_KERK57_1_73 19519
GRK_KERK57_1_74 19519
GRK_KERK57_1_75 19519
GRK_KERK57_1_76 19519
GRK_KERK57_1_77 19519
GRK_KERK57_1_78 19519
GRK_KERK57_1_79 19519
GRK_KERK57_1_80 19519
GRK_KERK57_1_81 19519
GRK_KERK99_2_1 19519
GRK_KERK99_2_2 19519
GRK_KERK99_2_3 19519
GRK_KERK99_2_4 19519
GRK_KERK99_2_5 19519
GRK_KERK99_2_6 19519
GRK_KERK99_2_7 19519
GRK_KERK99_2_8 19519
GRK_KERK99_2_9 19519
GRK_KERK99_2_10 19519
GRK_KERK99_2_11 19519
GRK_KERK99_2_12 19519
GRK_KERK99_2_13 19519
GRK_KERK99_2_14 19519
GRK_KIAT100_2_1 19520
GRK_KIAT100_2_2 19520
GRK_KIAT100_2_3 19520
GRK_KIAT100_2_4 19520
GRK_KIAT100_2_5 19520
GRK_KIAT19_0_1 19520
GRK_KIAT19_0_2 19520
GRK_KIAT58_1_1 19520
GRK_KORI101_2_1 19521
GRK_KORI101_2_2 19521
GRK_KORI101_2_3 19521
GRK_KORI101_2_4 19521
GRK_KORI101_2_5 19521
GRK_KORI101_2_6 19521
GRK_KORI101_2_7 19521
GRK_KORI101_2_8 19521
GRK_KORI101_2_9 19521
GRK_KORI101_2_10 19521
GRK_KORI134_3_1 19521
GRK_KORI150_4_1 19521
GRK_KORI20_0_1 19521
GRK_KORI20_0_2 19521
GRK_KORI20_0_3 19521
GRK_KORI20_0_4 19521
GRK_KORI59_1_1 19521
GRK_KORI59_1_2 19521
GRK_KORI59_1_3 19521
GRK_KORI59_1_4 19521
GRK_KORI59_1_5 19521
GRK_KORO102_2_1 19522
GRK_KORO102_2_2 19522
GRK_KORO60_1_1 19522
GRK_KORO60_1_2 19522
GRK_KORO60_1_3 19522
GRK_KYLL103_2_1 19523
GRK_KYLL103_2_2 19523
GRK_KYLL135_3_1 19523
GRK_KYLL135_3_2 19523
GRK_KYLL135_3_3 19523
GRK_KYLL135_3_4 19523
GRK_KYLL151_4_1 19523
GRK_KYLL151_4_2 19523
GRK_KYLL21_0_1 19523
GRK_KYLL61_1_1 19523
GRK_KYLL61_1_2 19523
GRK_KYLL61_1_3 19523
GRK_KYLL61_1_4 19523
GRK_KYLL61_1_5 19523
GRK_KYLL61_1_6 19523
GRK_KYLL61_1_7 19523
GRK_KYLL61_1_8 19523
GRK_KYLL61_1_9 19523
GRK_KYLL61_1_10 19523
GRK_KYPA104_2_1 19524
GRK_KYPA62_1_1 19524
GRK_KYPA62_1_2 19524
GRK_KYPA62_1_3 19524
GRK_LEYK105_2_1 19525
GRK_LEYK105_2_2 19525
GRK_LEYK105_2_3 19525
GRK_LEYK105_2_4 19525
GRK_LEYK105_2_5 19525
GRK_LEYK105_2_6 19525
GRK_LEYK105_2_7 19525
GRK_LEYK105_2_8 19525
GRK_LEYK105_2_9 19525
GRK_LEYK105_2_10 19525
GRK_LEYK105_2_11 19525
GRK_LEYK105_2_12 19525
GRK_LEYK105_2_13 19525
GRK_LEYK105_2_14 19525
GRK_LEYK105_2_15 19525
GRK_LEYK105_2_16 19525
GRK_LEYK105_2_17 19525
GRK_LEYK105_2_18 19525
GRK_LEYK105_2_19 19525
GRK_LEYK105_2_20 19525
GRK_LEYK105_2_21 19525
GRK_LEYK105_2_22 19525
GRK_LEYK105_2_23 19525
GRK_LEYK105_2_24 19525
GRK_LEYK105_2_25 19525
GRK_LEYK136_3_1 19525
GRK_LEYK136_3_2 19525
GRK_LEYK152_4_1 19525
GRK_LEYK152_4_2 19525
GRK_LEYK152_4_3 19525
GRK_LEYK152_4_4 19525
GRK_LEYK152_4_5 19525
GRK_LEYK22_0_1 19525
GRK_LEYK22_0_2 19525
GRK_LEYK22_0_3 19525
GRK_LEYK22_0_4 19525
GRK_LEYK22_0_5 19525
GRK_LEYK22_0_6 19525
GRK_LEYK63_1_1 19525
GRK_LEYK63_1_2 19525
GRK_LEYK63_1_3 19525
GRK_LEYK63_1_4 19525
GRK_LEYK63_1_5 19525
GRK_LEYK63_1_6 19525
GRK_LEYK63_1_7 19525
GRK_LEYK63_1_8 19525
GRK_LEYK63_1_9 19525
GRK_LEYK63_1_10 19525
GRK_LEYK63_1_11 19525
GRK_LEYK63_1_12 19525
GRK_LEYK63_1_13 19525
GRK_LEYK63_1_14 19525
GRK_LEYK63_1_15 19525
GRK_LEYK63_1_16 19525
GRK_LEYK63_1_17 19525
GRK_LEYK63_1_18 19525
GRK_LEYK63_1_19 19525
GRK_LEYK63_1_20 19525
GRK_LEYK63_1_21 19525
GRK_LEYK63_1_22 19525
GRK_LEYK63_1_23 19525
GRK_LEYK63_1_24 19525
GRK_LEYK63_1_25 19525
GRK_LEYK63_1_26 19525
GRK_LEYK63_1_27 19525
GRK_LEYK63_1_28 19525
GRK_LEYK63_1_29 19525
GRK_LEYK63_1_30 19525
GRK_LEYK63_1_31 19525
GRK_LEYK63_1_32 19525
GRK_LEYK63_1_33 19525
GRK_LIXO106_2_1 19526
GRK_LIXO106_2_2 19526
GRK_LIXO23_0_1 19526
GRK_LIXO23_0_2 19526
GRK_LIXO64_1_1 19526
GRK_LIXO64_1_2 19526
GRK_LIXO64_1_3 19526
GRK_LIXO64_1_4 19526
GRK_LIXO64_1_5 19526
GRK_LIXO64_1_6 19526
GRK_LIXO64_1_7 19526
GRK_LIXO64_1_8 19526
GRK_LIXO64_1_9 19526
GRK_LIXO64_1_10 19526
GRK_LIXO64_1_11 19526
GRK_LIXO64_1_12 19526
GRK_MENI107_2_1 19527
GRK_MENI24_0_1 19527
GRK_MENI24_0_2 19527
GRK_MENI24_0_3 19527
GRK_MENI65_1_1 19527
GRK_MENI65_1_2 19527
GRK_MENI65_1_3 19527
GRK_MENI65_1_4 19527
GRK_MENI65_1_5 19527
GRK_MENI65_1_6 19527
GRK_MENI65_1_7 19527
GRK_MENI65_1_8 19527
GRK_MENI65_1_9 19527
GRK_MENI65_1_10 19527
GRK_MENI65_1_11 19527
GRK_MENI65_1_12 19527
GRK_MENI65_1_13 19527
GRK_MENI65_1_14 19527
GRK_MENI65_1_15 19527
GRK_MENI65_1_16 19527
GRK_MENI65_1_17 19527
GRK_MENI65_1_18 19527
GRK_MENI65_1_19 19527
GRK_MENI65_1_20 19527
GRK_MENI65_1_21 19527
GRK_MENI65_1_22 19527
GRK_MESO108_2_1 19528
GRK_MESO108_2_2 19528
GRK_MESO108_2_3 19528
GRK_MESO108_2_4 19528
GRK_MESO108_2_5 19528
GRK_MESO108_2_6 19528
GRK_MESO108_2_7 19528
GRK_MESO108_2_8 19528
GRK_MESO108_2_9 19528
GRK_MESO153_4_1 19528
GRK_MESO153_4_2 19528
GRK_MESO153_4_3 19528
GRK_MESO25_0_1 19528
GRK_MESO25_0_2 19528
GRK_MESO25_0_3 19528
GRK_MESO25_0_4 19528
GRK_MESO25_0_5 19528
GRK_MESO25_0_6 19528
GRK_MESO25_0_7 19528
GRK_MESO66_1_1 19528
GRK_MESO66_1_2 19528
GRK_MESO66_1_3 19528
GRK_MESO66_1_4 19528
GRK_MESO66_1_5 19528
GRK_MESO66_1_6 19528
GRK_MESO66_1_7 19528
GRK_MESO66_1_8 19528
GRK_MESO66_1_9 19528
GRK_MESO66_1_10 19528
GRK_MESO66_1_11 19528
GRK_MESO66_1_12 19528
GRK_MESO66_1_13 19528
GRK_MESO66_1_14 19528
GRK_MESO66_1_15 19528
GRK_MESO66_1_16 19528
GRK_MESO66_1_17 19528
GRK_MESO66_1_18 19528
GRK_MESO66_1_19 19528
GRK_MESO66_1_20 19528
GRK_MESO66_1_21 19528
GRK_MESO66_1_22 19528
GRK_MESO66_1_23 19528
GRK_MESO66_1_24 19528
GRK_MESO66_1_25 19528
GRK_MESO66_1_26 19528
GRK_MESO66_1_27 19528
GRK_MESO66_1_28 19528
GRK_MESO66_1_29 19528
GRK_MESO66_1_30 19528
GRK_MESO66_1_31 19528
GRK_MESO66_1_32 19528
GRK_NAYP109_2_1 19529
GRK_NAYP26_0_1 19529
GRK_NAYP26_0_2 19529
GRK_NAYP67_1_1 19529
GRK_NAYP67_1_2 19529
GRK_NAYP67_1_3 19529
GRK_NAYP67_1_4 19529
GRK_NAYP67_1_5 19529
GRK_NEAP110_2_1 19530
GRK_NEAP110_2_2 19530
GRK_NEAP110_2_3 19530
GRK_NEAP110_2_4 19530
GRK_NEAP110_2_5 19530
GRK_NEAP110_2_6 19530
GRK_NEAP110_2_7 19530
GRK_NEAP110_2_8 19530
GRK_NEAP110_2_9 19530
GRK_NEAP110_2_10 19530
GRK_NEAP110_2_11 19530
GRK_NEAP110_2_12 19530
GRK_NEAP110_2_13 19530
GRK_NEAP110_2_14 19530
GRK_NEAP110_2_15 19530
GRK_NEAP137_3_1 19530
GRK_NEAP154_4_1 19530
GRK_NEAP27_0_1 19530
GRK_NEAP27_0_2 19530
GRK_NEAP27_0_3 19530
GRK_NEAP27_0_4 19530
GRK_NEAP27_0_5 19530
GRK_NEAP27_0_6 19530
GRK_NEAP27_0_7 19530
GRK_NEAP68_1_1 19530
GRK_NEAP68_1_2 19530
GRK_NEAP68_1_3 19530
GRK_NEAP68_1_4 19530
GRK_NEAP68_1_5 19530
GRK_NEAP68_1_6 19530
GRK_NEAP68_1_7 19530
GRK_NEAP68_1_8 19530
GRK_NEAP68_1_9 19530
GRK_NEAP68_1_10 19530
GRK_NEAP68_1_11 19530
GRK_NEAP68_1_12 19530
GRK_NEAP68_1_13 19530
GRK_NEAP68_1_14 19530
GRK_NEAP68_1_15 19530
GRK_NEAP68_1_16 19530
GRK_NEAP68_1_17 19530
GRK_NEAP68_1_18 19530
GRK_NEAP68_1_19 19530
GRK_NYDR111_2_1 19531
GRK_NYDR111_2_2 19531
GRK_NYDR155_4_1 19531
GRK_NYDR28_0_1 19531
GRK_NYDR28_0_2 19531
GRK_NYDR69_1_1 19531
GRK_NYDR69_1_2 19531
GRK_NYDR69_1_3 19531
GRK_NYDR69_1_4 19531
GRK_NYDR69_1_5 19531
GRK_PALO112_2_1 19532
GRK_PALO29_0_1 19532
GRK_PALO70_1_1 19532
GRK_PALO70_1_2 19532
GRK_PALO70_1_3 19532
GRK_PARG113_2_1 19533
GRK_PARG113_2_2 19533
GRK_PARG113_2_3 19533
GRK_PARG30_0_1 19533
GRK_PARG71_1_1 19533
GRK_PARG71_1_2 19533
GRK_PATR114_2_1 19534
GRK_PATR114_2_2 19534
GRK_PATR114_2_3 19534
GRK_PATR114_2_4 19534
GRK_PATR114_2_5 19534
GRK_PATR114_2_6 19534
GRK_PATR114_2_7 19534
GRK_PATR138_3_1 19534
GRK_PATR138_3_2 19534
GRK_PATR138_3_3 19534
GRK_PATR138_3_4 19534
GRK_PATR138_3_5 19534
GRK_PATR138_3_6 19534
GRK_PATR138_3_7 19534
GRK_PATR138_3_8 19534
GRK_PATR138_3_9 19534
GRK_PATR138_3_10 19534
GRK_PATR156_4_1 19534
GRK_PATR156_4_2 19534
GRK_PATR156_4_3 19534
GRK_PATR156_4_4 19534
GRK_PATR156_4_5 19534
GRK_PATR156_4_6 19534
GRK_PATR156_4_7 19534
GRK_PATR31_0_1 19534
GRK_PATR31_0_2 19534
GRK_PATR31_0_3 19534
GRK_PATR31_0_4 19534
GRK_PATR31_0_5 19534
GRK_PATR31_0_6 19534
GRK_PATR31_0_7 19534
GRK_PATR72_1_1 19534
GRK_PATR72_1_2 19534
GRK_PATR72_1_3 19534
GRK_PATR72_1_4 19534
GRK_PATR72_1_5 19534
GRK_PATR72_1_6 19534
GRK_PATR72_1_7 19534
GRK_PATR72_1_8 19534
GRK_PATR72_1_9 19534
GRK_PATR72_1_10 19534
GRK_PATR72_1_11 19534
GRK_PATR72_1_12 19534
GRK_PATR72_1_13 19534
GRK_PATR72_1_14 19534
GRK_PATR72_1_15 19534
GRK_PORO115_2_1 19535
GRK_PORO115_2_2 19535
GRK_PORO115_2_3 19535
GRK_PORO32_0_1 19535
GRK_PORO32_0_2 19535
GRK_PORO73_1_1 19535
GRK_PORT116_2_1 19536
GRK_PORT33_0_1 19536
GRK_PORT74_1_1 19536
GRK_PREV117_2_1 19537
GRK_PREV117_2_2 19537
GRK_PREV117_2_3 19537
GRK_PREV117_2_4 19537
GRK_PREV117_2_5 19537
GRK_PREV117_2_6 19537
GRK_PREV157_4_1 19537
GRK_PREV34_0_1 19537
GRK_PREV34_0_2 19537
GRK_PREV34_0_3 19537
GRK_PREV34_0_4 19537
GRK_PREV34_0_5 19537
GRK_PREV34_0_6 19537
GRK_PREV34_0_7 19537
GRK_PREV34_0_8 19537
GRK_PREV34_0_9 19537
GRK_PREV34_0_10 19537
GRK_PREV34_0_11 19537
GRK_PREV34_0_12 19537
GRK_PREV34_0_13 19537
GRK_PREV34_0_14 19537
GRK_PREV75_1_1 19537
GRK_PREV75_1_2 19537
GRK_PREV75_1_3 19537
GRK_PREV75_1_4 19537
GRK_PREV75_1_5 19537
GRK_PREV75_1_6 19537
GRK_PREV75_1_7 19537
GRK_PREV75_1_8 19537
GRK_PREV75_1_9 19537
GRK_PREV75_1_10 19537
GRK_PREV75_1_11 19537
GRK_PREV75_1_12 19537
GRK_PREV75_1_13 19537
GRK_PREV75_1_14 19537
GRK_PREV75_1_15 19537
GRK_PREV75_1_16 19537
GRK_PREV75_1_17 19537
GRK_PREV75_1_18 19537
GRK_PREV75_1_19 19537
GRK_PREV75_1_20 19537
GRK_PREV75_1_21 19537
GRK_PREV75_1_22 19537
GRK_PREV75_1_23 19537
GRK_PREV75_1_24 19537
GRK_PREV75_1_25 19537
GRK_PREV75_1_26 19537
GRK_PREV75_1_27 19537
GRK_PREV75_1_28 19537
GRK_PREV75_1_29 19537
GRK_PREV75_1_30 19537
GRK_PREV75_1_31 19537
GRK_PREV75_1_32 19537
GRK_PREV75_1_33 19537
GRK_PREV75_1_34 19537
GRK_PREV75_1_35 19537
GRK_PREV75_1_36 19537
GRK_PREV75_1_37 19537
GRK_PREV75_1_38 19537
GRK_PREV75_1_39 19537
GRK_PREV75_1_40 19537
GRK_PREV75_1_41 19537
GRK_PREV75_1_42 19537
GRK_PREV75_1_43 19537
GRK_PREV75_1_44 19537
GRK_PREV75_1_45 19537
GRK_PREV75_1_46 19537
GRK_PYLO118_2_1 19538
GRK_PYLO118_2_2 19538
GRK_PYLO118_2_3 19538
GRK_PYLO118_2_4 19538
GRK_PYLO118_2_5 19538
GRK_PYLO35_0_1 19538
GRK_PYLO76_1_1 19538
GRK_PYLO76_1_2 19538
GRK_PYLO76_1_3 19538
GRK_PYLO76_1_4 19538
GRK_PYLO76_1_5 19538
GRK_PYLO76_1_6 19538
GRK_PYLO76_1_7 19538
GRK_PYLO76_1_8 19538
GRK_PYLO76_1_9 19538
GRK_PYLO76_1_10 19538
GRK_PYLO76_1_11 19538
GRK_PYLO76_1_12 19538
GRK_PYLO76_1_13 19538
GRK_SAGI119_2_1 19539
GRK_SAGI158_4_1 19539
GRK_SAGI77_1_1 19539
GRK_SAGI77_1_2 19539
GRK_SAGI77_1_3 19539
GRK_SAMI120_2_1 19540
GRK_SAMI120_2_2 19540
GRK_SAMI159_4_1 19540
GRK_SAMI36_0_1 19540
GRK_SAMI78_1_1 19540
GRK_SAMI78_1_2 19540
GRK_SYVO121_2_1 19541
GRK_SYVO37_0_1 19541
GRK_SYVO79_1_1 19541
GRK_SYVO79_1_2 19541
GRK_ZAKY122_2_1 19542
GRK_ZAKY122_2_2 19542
GRK_ZAKY122_2_3 19542
GRK_ZAKY122_2_4 19542
GRK_ZAKY122_2_5 19542
GRK_ZAKY139_3_1 19542
GRK_ZAKY160_4_1 19542
GRK_ZAKY160_4_2 19542
GRK_ZAKY160_4_3 19542
GRK_ZAKY160_4_4 19542
GRK_ZAKY38_0_1 19542
GRK_ZAKY38_0_2 19542
GRK_ZAKY80_1_1 19542
GRK_ZAKY80_1_2 19542
GRK_ZAKY80_1_3 19542
GRK_ZAKY80_1_4 19542
GRK_ZAKY80_1_5 19542
GRK_ZAKY80_1_6 19542
