VE_REF annual_fishing_credits_per_vid
GRK_GUQE50_1_4 0.00114413981619787
GRK_GUQE50_1_5 0.00114413981619787
GRK_GUQE50_1_6 0.00114413981619787
GRK_GUQE50_1_7 0.00114413981619787
GRK_GUQE50_1_8 0.00114413981619787
GRK_GUQE50_1_9 0.00114413981619787
GRK_GUQE50_1_10 0.00114413981619787
GRK_GUQE50_1_11 0.00114413981619787
GRK_GUQE50_1_12 0.00114413981619787
GRK_GUQE50_1_13 0.00114413981619787
GRK_GUQE50_1_14 0.00114413981619787
GRK_GUQE50_1_15 0.00114413981619787
GRK_GUQE50_1_16 0.00114413981619787
GRK_GUQE50_1_17 0.00114413981619787
GRK_GUQE50_1_18 0.00114413981619787
GRK_GUQE50_1_19 0.00114413981619787
GRK_GUQE50_1_20 0.00114413981619787
GRK_GUQE50_1_21 0.00114413981619787
GRK_GUQE50_1_22 0.00114413981619787
GRK_GUQE92_2_1 0.00114423204481811
GRK_GUQE92_2_2 0.00114423204481811
GRK_GUQE92_2_3 0.00114423204481811
GRK_GUQE92_2_4 0.00114423204481811
GRK_GUQE92_2_5 0.00114423204481811
GRK_GUQE92_2_6 0.00114423204481811
GRK_GUQE92_2_7 0.00114423204481811
GRK_IGOY129_3_1 0.00114424566774591
GRK_IGOY13_0_1 0.00114425886566199
GRK_IGOY147_4_1 0.00114427206373029
GRK_IGOY51_1_1 0.0011443900868961
GRK_IGOY51_1_2 0.0011443900868961
GRK_IGOY51_1_3 0.0011443900868961
GRK_IGOY51_1_4 0.0011443900868961
GRK_IGOY51_1_5 0.0011443900868961
GRK_IGOY51_1_6 0.0011443900868961
GRK_IGOY51_1_7 0.0011443900868961
GRK_IGOY51_1_8 0.0011443900868961
GRK_IGOY51_1_9 0.0011443900868961
GRK_IGOY93_2_1 0.00114441676196649
GRK_IGOY93_2_2 0.00114441676196649
GRK_IQAK14_0_1 0.00114444316203856
GRK_IQAK14_0_2 0.00114444316203856
GRK_IQAK52_1_1 0.00114456169901916
GRK_IQAK52_1_2 0.00114456169901916
GRK_IQAK52_1_3 0.00114456169901916
GRK_IQAK52_1_4 0.00114456169901916
GRK_IQAK52_1_5 0.00114456169901916
GRK_IQAK52_1_6 0.00114456169901916
GRK_IQAK52_1_7 0.00114456169901916
GRK_IQAK52_1_8 0.00114456169901916
GRK_IQAK52_1_9 0.00114456169901916
GRK_IQAK94_2_1 0.00114460174565827
GRK_IQAK94_2_2 0.00114460174565827
GRK_IQAK94_2_3 0.00114460174565827
GRK_ITEA130_3_1 0.00114461527847507
GRK_ITEA148_4_1 0.00114462848065427
GRK_ITEA15_0_1 0.00114465438940273
GRK_ITEA15_0_2 0.00114465438940273
GRK_ITEA53_1_1 0.00114474688506957
GRK_ITEA53_1_2 0.00114474688506957
GRK_ITEA53_1_3 0.00114474688506957
GRK_ITEA53_1_4 0.00114474688506957
GRK_ITEA53_1_5 0.00114474688506957
GRK_ITEA53_1_6 0.00114474688506957
GRK_ITEA53_1_7 0.00114474688506957
GRK_ITEA95_2_1 0.00114478659159024
GRK_ITEA95_2_2 0.00114478659159024
GRK_ITEA95_2_3 0.00114478659159024
GRK_KALA131_3_1 0.00114480012659248
GRK_KALA16_0_1 0.00114481333090379
GRK_KALA54_1_1 0.00114503720572702
GRK_KALA54_1_2 0.00114503720572702
GRK_KALA54_1_3 0.00114503720572702
GRK_KALA54_1_4 0.00114503720572702
GRK_KALA54_1_5 0.00114503720572702
GRK_KALA54_1_6 0.00114503720572702
GRK_KALA54_1_7 0.00114503720572702
GRK_KALA54_1_8 0.00114503720572702
GRK_KALA54_1_9 0.00114503720572702
GRK_KALA54_1_10 0.00114503720572702
GRK_KALA54_1_11 0.00114503720572702
GRK_KALA54_1_12 0.00114503720572702
GRK_KALA54_1_13 0.00114503720572702
GRK_KALA54_1_14 0.00114503720572702
GRK_KALA54_1_15 0.00114503720572702
GRK_KALA54_1_16 0.00114503720572702
GRK_KALA54_1_17 0.00114503720572702
GRK_KALA96_2_1 0.0011451699323365
GRK_KALA96_2_2 0.0011451699323365
GRK_KALA96_2_3 0.0011451699323365
GRK_KALA96_2_4 0.0011451699323365
GRK_KALA96_2_5 0.0011451699323365
GRK_KALA96_2_6 0.0011451699323365
GRK_KALA96_2_7 0.0011451699323365
GRK_KALA96_2_8 0.0011451699323365
GRK_KALA96_2_9 0.0011451699323365
GRK_KALA96_2_10 0.0011451699323365
GRK_KAPS55_1_1 0.00114519585334073
GRK_KAPS55_1_2 0.00114519585334073
GRK_KAPS97_2_1 0.00114526200003769
GRK_KAPS97_2_2 0.00114526200003769
GRK_KAPS97_2_3 0.00114526200003769
GRK_KAPS97_2_4 0.00114526200003769
GRK_KAPS97_2_5 0.00114526200003769
GRK_KATA132_3_1 0.00114527560685777
GRK_KATA17_0_1 0.00114528881665331
GRK_KATA56_1_1 0.00114545988210531
GRK_KATA56_1_2 0.00114545988210531
GRK_KATA56_1_3 0.00114545988210531
GRK_KATA56_1_4 0.00114545988210531
GRK_KATA56_1_5 0.00114545988210531
GRK_KATA56_1_6 0.00114545988210531
GRK_KATA56_1_7 0.00114545988210531
GRK_KATA56_1_8 0.00114545988210531
GRK_KATA56_1_9 0.00114545988210531
GRK_KATA56_1_10 0.00114545988210531
GRK_KATA56_1_11 0.00114545988210531
GRK_KATA56_1_12 0.00114545988210531
GRK_KATA56_1_13 0.00114545988210531
GRK_KATA98_2_1 0.0011454864972285
GRK_KATA98_2_2 0.0011454864972285
GRK_KERK133_3_1 0.001145526300344
GRK_KERK133_3_2 0.001145526300344
GRK_KERK133_3_3 0.001145526300344
GRK_KERK149_4_1 0.00114557898736219
GRK_KERK149_4_2 0.00114557898736219
GRK_KERK149_4_3 0.00114557898736219
GRK_KERK149_4_4 0.00114557898736219
GRK_KERK18_0_1 0.00114565827166908
GRK_KERK18_0_2 0.00114565827166908
GRK_KERK18_0_3 0.00114565827166908
GRK_KERK18_0_4 0.00114565827166908
GRK_KERK18_0_5 0.00114565827166908
GRK_KERK18_0_6 0.00114565827166908
GRK_KERK57_1_1 0.00114672970285992
GRK_KERK57_1_2 0.00114672970285992
GRK_KERK57_1_3 0.00114672970285992
GRK_KERK57_1_4 0.00114672970285992
GRK_KERK57_1_5 0.00114672970285992
GRK_KERK57_1_6 0.00114672970285992
GRK_KERK57_1_7 0.00114672970285992
GRK_KERK57_1_8 0.00114672970285992
GRK_KERK57_1_9 0.00114672970285992
GRK_KERK57_1_10 0.00114672970285992
GRK_KERK57_1_11 0.00114672970285992
GRK_KERK57_1_12 0.00114672970285992
GRK_KERK57_1_13 0.00114672970285992
GRK_KERK57_1_14 0.00114672970285992
GRK_KERK57_1_15 0.00114672970285992
GRK_KERK57_1_16 0.00114672970285992
GRK_KERK57_1_17 0.00114672970285992
GRK_KERK57_1_18 0.00114672970285992
GRK_KERK57_1_19 0.00114672970285992
GRK_KERK57_1_20 0.00114672970285992
GRK_KERK57_1_21 0.00114672970285992
GRK_KERK57_1_22 0.00114672970285992
GRK_KERK57_1_23 0.00114672970285992
GRK_KERK57_1_24 0.00114672970285992
GRK_KERK57_1_25 0.00114672970285992
GRK_KERK57_1_26 0.00114672970285992
GRK_KERK57_1_27 0.00114672970285992
GRK_KERK57_1_28 0.00114672970285992
GRK_KERK57_1_29 0.00114672970285992
GRK_KERK57_1_30 0.00114672970285992
GRK_KERK57_1_31 0.00114672970285992
GRK_KERK57_1_32 0.00114672970285992
GRK_KERK57_1_33 0.00114672970285992
GRK_KERK57_1_34 0.00114672970285992
GRK_KERK57_1_35 0.00114672970285992
GRK_KERK57_1_36 0.00114672970285992
GRK_KERK57_1_37 0.00114672970285992
GRK_KERK57_1_38 0.00114672970285992
GRK_KERK57_1_39 0.00114672970285992
GRK_KERK57_1_40 0.00114672970285992
GRK_KERK57_1_41 0.00114672970285992
GRK_KERK57_1_42 0.00114672970285992
GRK_KERK57_1_43 0.00114672970285992
GRK_KERK57_1_44 0.00114672970285992
GRK_KERK57_1_45 0.00114672970285992
GRK_KERK57_1_46 0.00114672970285992
GRK_KERK57_1_47 0.00114672970285992
GRK_KERK57_1_48 0.00114672970285992
GRK_KERK57_1_49 0.00114672970285992
GRK_KERK57_1_50 0.00114672970285992
GRK_KERK57_1_51 0.00114672970285992
GRK_KERK57_1_52 0.00114672970285992
GRK_KERK57_1_53 0.00114672970285992
GRK_KERK57_1_54 0.00114672970285992
GRK_KERK57_1_55 0.00114672970285992
GRK_KERK57_1_56 0.00114672970285992
GRK_KERK57_1_57 0.00114672970285992
GRK_KERK57_1_58 0.00114672970285992
GRK_KERK57_1_59 0.00114672970285992
GRK_KERK57_1_60 0.00114672970285992
GRK_KERK57_1_61 0.00114672970285992
GRK_KERK57_1_62 0.00114672970285992
GRK_KERK57_1_63 0.00114672970285992
GRK_KERK57_1_64 0.00114672970285992
GRK_KERK57_1_65 0.00114672970285992
GRK_KERK57_1_66 0.00114672970285992
GRK_KERK57_1_67 0.00114672970285992
GRK_KERK57_1_68 0.00114672970285992
GRK_KERK57_1_69 0.00114672970285992
GRK_KERK57_1_70 0.00114672970285992
GRK_KERK57_1_71 0.00114672970285992
GRK_KERK57_1_72 0.00114672970285992
GRK_KERK57_1_73 0.00114672970285992
GRK_KERK57_1_74 0.00114672970285992
GRK_KERK57_1_75 0.00114672970285992
GRK_KERK57_1_76 0.00114672970285992
GRK_KERK57_1_77 0.00114672970285992
GRK_KERK57_1_78 0.00114672970285992
GRK_KERK57_1_79 0.00114672970285992
GRK_KERK57_1_80 0.00114672970285992
GRK_KERK57_1_81 0.00114672970285992
GRK_KERK99_2_1 0.00114691516561173
GRK_KERK99_2_2 0.00114691516561173
GRK_KERK99_2_3 0.00114691516561173
GRK_KERK99_2_4 0.00114691516561173
GRK_KERK99_2_5 0.00114691516561173
GRK_KERK99_2_6 0.00114691516561173
GRK_KERK99_2_7 0.00114691516561173
GRK_KERK99_2_8 0.00114691516561173
GRK_KERK99_2_9 0.00114691516561173
GRK_KERK99_2_10 0.00114691516561173
GRK_KERK99_2_11 0.00114691516561173
GRK_KERK99_2_12 0.00114691516561173
GRK_KERK99_2_13 0.00114691516561173
GRK_KERK99_2_14 0.00114691516561173
GRK_KIAT100_2_1 0.00114698105646181
GRK_KIAT100_2_2 0.00114698105646181
GRK_KIAT100_2_3 0.00114698105646181
GRK_KIAT100_2_4 0.00114698105646181
GRK_KIAT100_2_5 0.00114698105646181
GRK_KIAT19_0_1 0.00114700741624304
GRK_KIAT19_0_2 0.00114700741624304
GRK_KIAT58_1_1 0.00114702114324708
GRK_KORI101_2_1 0.00114715345627084
GRK_KORI101_2_2 0.00114715345627084
GRK_KORI101_2_3 0.00114715345627084
GRK_KORI101_2_4 0.00114715345627084
GRK_KORI101_2_5 0.00114715345627084
GRK_KORI101_2_6 0.00114715345627084
GRK_KORI101_2_7 0.00114715345627084
GRK_KORI101_2_8 0.00114715345627084
GRK_KORI101_2_9 0.00114715345627084
GRK_KORI101_2_10 0.00114715345627084
GRK_KORI134_3_1 0.00114716668772581
GRK_KORI150_4_1 0.00114717991933345
GRK_KORI20_0_1 0.00114723235085766
GRK_KORI20_0_2 0.00114723235085766
GRK_KORI20_0_3 0.00114723235085766
GRK_KORI20_0_4 0.00114723235085766
GRK_KORI59_1_1 0.00114729861518293
GRK_KORI59_1_2 0.00114729861518293
GRK_KORI59_1_3 0.00114729861518293
GRK_KORI59_1_4 0.00114729861518293
GRK_KORI59_1_5 0.00114729861518293
GRK_KORO102_2_1 0.00114732498226217
GRK_KORO102_2_2 0.00114732498226217
GRK_KORO60_1_1 0.00114736484926097
GRK_KORO60_1_2 0.00114736484926097
GRK_KORO60_1_3 0.00114736484926097
GRK_KYLL103_2_1 0.00114739115154326
GRK_KYLL103_2_2 0.00114739115154326
GRK_KYLL135_3_1 0.00114744409013855
GRK_KYLL135_3_2 0.00114744409013855
GRK_KYLL135_3_3 0.00114744409013855
GRK_KYLL135_3_4 0.00114744409013855
GRK_KYLL151_4_1 0.00114747056004676
GRK_KYLL151_4_2 0.00114747056004676
GRK_KYLL21_0_1 0.00114748429259353
GRK_KYLL61_1_1 0.0011476166590433
GRK_KYLL61_1_2 0.0011476166590433
GRK_KYLL61_1_3 0.0011476166590433
GRK_KYLL61_1_4 0.0011476166590433
GRK_KYLL61_1_5 0.0011476166590433
GRK_KYLL61_1_6 0.0011476166590433
GRK_KYLL61_1_7 0.0011476166590433
GRK_KYLL61_1_8 0.0011476166590433
GRK_KYLL61_1_9 0.0011476166590433
GRK_KYLL61_1_10 0.0011476166590433
GRK_KYPA104_2_1 0.00114762989584091
GRK_KYPA62_1_1 0.00114766927592014
GRK_KYPA62_1_2 0.00114766927592014
GRK_KYPA62_1_3 0.00114766927592014
GRK_LEYK105_2_1 0.00114800003707851
GRK_LEYK105_2_2 0.00114800003707851
GRK_LEYK105_2_3 0.00114800003707851
GRK_LEYK105_2_4 0.00114800003707851
GRK_LEYK105_2_5 0.00114800003707851
GRK_LEYK105_2_6 0.00114800003707851
GRK_LEYK105_2_7 0.00114800003707851
GRK_LEYK105_2_8 0.00114800003707851
GRK_LEYK105_2_9 0.00114800003707851
GRK_LEYK105_2_10 0.00114800003707851
GRK_LEYK105_2_11 0.00114800003707851
GRK_LEYK105_2_12 0.00114800003707851
GRK_LEYK105_2_13 0.00114800003707851
GRK_LEYK105_2_14 0.00114800003707851
GRK_LEYK105_2_15 0.00114800003707851
GRK_LEYK105_2_16 0.00114800003707851
GRK_LEYK105_2_17 0.00114800003707851
GRK_LEYK105_2_18 0.00114800003707851
GRK_LEYK105_2_19 0.00114800003707851
GRK_LEYK105_2_20 0.00114800003707851
GRK_LEYK105_2_21 0.00114800003707851
GRK_LEYK105_2_22 0.00114800003707851
GRK_LEYK105_2_23 0.00114800003707851
GRK_LEYK105_2_24 0.00114800003707851
GRK_LEYK105_2_25 0.00114800003707851
GRK_LEYK136_3_1 0.00114802661934555
GRK_LEYK136_3_2 0.00114802661934555
GRK_LEYK152_4_1 0.00114809292954797
GRK_LEYK152_4_2 0.00114809292954797
GRK_LEYK152_4_3 0.00114809292954797
GRK_LEYK152_4_4 0.00114809292954797
GRK_LEYK152_4_5 0.00114809292954797
GRK_LEYK22_0_1 0.00114817228829558
GRK_LEYK22_0_2 0.00114817228829558
GRK_LEYK22_0_3 0.00114817228829558
GRK_LEYK22_0_4 0.00114817228829558
GRK_LEYK22_0_5 0.00114817228829558
GRK_LEYK22_0_6 0.00114817228829558
GRK_LEYK63_1_1 0.00114860939980739
GRK_LEYK63_1_2 0.00114860939980739
GRK_LEYK63_1_3 0.00114860939980739
GRK_LEYK63_1_4 0.00114860939980739
GRK_LEYK63_1_5 0.00114860939980739
GRK_LEYK63_1_6 0.00114860939980739
GRK_LEYK63_1_7 0.00114860939980739
GRK_LEYK63_1_8 0.00114860939980739
GRK_LEYK63_1_9 0.00114860939980739
GRK_LEYK63_1_10 0.00114860939980739
GRK_LEYK63_1_11 0.00114860939980739
GRK_LEYK63_1_12 0.00114860939980739
GRK_LEYK63_1_13 0.00114860939980739
GRK_LEYK63_1_14 0.00114860939980739
GRK_LEYK63_1_15 0.00114860939980739
GRK_LEYK63_1_16 0.00114860939980739
GRK_LEYK63_1_17 0.00114860939980739
GRK_LEYK63_1_18 0.00114860939980739
GRK_LEYK63_1_19 0.00114860939980739
GRK_LEYK63_1_20 0.00114860939980739
GRK_LEYK63_1_21 0.00114860939980739
GRK_LEYK63_1_22 0.00114860939980739
GRK_LEYK63_1_23 0.00114860939980739
GRK_LEYK63_1_24 0.00114860939980739
GRK_LEYK63_1_25 0.00114860939980739
GRK_LEYK63_1_26 0.00114860939980739
GRK_LEYK63_1_27 0.00114860939980739
GRK_LEYK63_1_28 0.00114860939980739
GRK_LEYK63_1_29 0.00114860939980739
GRK_LEYK63_1_30 0.00114860939980739
GRK_LEYK63_1_31 0.00114860939980739
GRK_LEYK63_1_32 0.00114860939980739
GRK_LEYK63_1_33 0.00114860939980739
GRK_LIXO106_2_1 0.00114863597204219
GRK_LIXO106_2_2 0.00114863597204219
GRK_LIXO23_0_1 0.00114866246944547
GRK_LIXO23_0_2 0.00114866246944547
GRK_LIXO64_1_1 0.00114882147587295
GRK_LIXO64_1_2 0.00114882147587295
GRK_LIXO64_1_3 0.00114882147587295
GRK_LIXO64_1_4 0.00114882147587295
GRK_LIXO64_1_5 0.00114882147587295
GRK_LIXO64_1_6 0.00114882147587295
GRK_LIXO64_1_7 0.00114882147587295
GRK_LIXO64_1_8 0.00114882147587295
GRK_LIXO64_1_9 0.00114882147587295
GRK_LIXO64_1_10 0.00114882147587295
GRK_LIXO64_1_11 0.00114882147587295
GRK_LIXO64_1_12 0.00114882147587295
GRK_MENI107_2_1 0.00114883522458706
GRK_MENI24_0_1 0.00114887464602622
GRK_MENI24_0_2 0.00114887464602622
GRK_MENI24_0_3 0.00114887464602622
GRK_MENI65_1_1 0.00114916630573559
GRK_MENI65_1_2 0.00114916630573559
GRK_MENI65_1_3 0.00114916630573559
GRK_MENI65_1_4 0.00114916630573559
GRK_MENI65_1_5 0.00114916630573559
GRK_MENI65_1_6 0.00114916630573559
GRK_MENI65_1_7 0.00114916630573559
GRK_MENI65_1_8 0.00114916630573559
GRK_MENI65_1_9 0.00114916630573559
GRK_MENI65_1_10 0.00114916630573559
GRK_MENI65_1_11 0.00114916630573559
GRK_MENI65_1_12 0.00114916630573559
GRK_MENI65_1_13 0.00114916630573559
GRK_MENI65_1_14 0.00114916630573559
GRK_MENI65_1_15 0.00114916630573559
GRK_MENI65_1_16 0.00114916630573559
GRK_MENI65_1_17 0.00114916630573559
GRK_MENI65_1_18 0.00114916630573559
GRK_MENI65_1_19 0.00114916630573559
GRK_MENI65_1_20 0.00114916630573559
GRK_MENI65_1_21 0.00114916630573559
GRK_MENI65_1_22 0.00114916630573559
GRK_MESO108_2_1 0.00114928510545963
GRK_MESO108_2_2 0.00114928510545963
GRK_MESO108_2_3 0.00114928510545963
GRK_MESO108_2_4 0.00114928510545963
GRK_MESO108_2_5 0.00114928510545963
GRK_MESO108_2_6 0.00114928510545963
GRK_MESO108_2_7 0.00114928510545963
GRK_MESO108_2_8 0.00114928510545963
GRK_MESO108_2_9 0.00114928510545963
GRK_MESO153_4_1 0.0011493253173642
GRK_MESO153_4_2 0.0011493253173642
GRK_MESO153_4_3 0.0011493253173642
GRK_MESO25_0_1 0.00114941802438209
GRK_MESO25_0_2 0.00114941802438209
GRK_MESO25_0_3 0.00114941802438209
GRK_MESO25_0_4 0.00114941802438209
GRK_MESO25_0_5 0.00114941802438209
GRK_MESO25_0_6 0.00114941802438209
GRK_MESO25_0_7 0.00114941802438209
GRK_MESO66_1_1 0.00114984234713242
GRK_MESO66_1_2 0.00114984234713242
GRK_MESO66_1_3 0.00114984234713242
GRK_MESO66_1_4 0.00114984234713242
GRK_MESO66_1_5 0.00114984234713242
GRK_MESO66_1_6 0.00114984234713242
GRK_MESO66_1_7 0.00114984234713242
GRK_MESO66_1_8 0.00114984234713242
GRK_MESO66_1_9 0.00114984234713242
GRK_MESO66_1_10 0.00114984234713242
GRK_MESO66_1_11 0.00114984234713242
GRK_MESO66_1_12 0.00114984234713242
GRK_MESO66_1_13 0.00114984234713242
GRK_MESO66_1_14 0.00114984234713242
GRK_MESO66_1_15 0.00114984234713242
GRK_MESO66_1_16 0.00114984234713242
GRK_MESO66_1_17 0.00114984234713242
GRK_MESO66_1_18 0.00114984234713242
GRK_MESO66_1_19 0.00114984234713242
GRK_MESO66_1_20 0.00114984234713242
GRK_MESO66_1_21 0.00114984234713242
GRK_MESO66_1_22 0.00114984234713242
GRK_MESO66_1_23 0.00114984234713242
GRK_MESO66_1_24 0.00114984234713242
GRK_MESO66_1_25 0.00114984234713242
GRK_MESO66_1_26 0.00114984234713242
GRK_MESO66_1_27 0.00114984234713242
GRK_MESO66_1_28 0.00114984234713242
GRK_MESO66_1_29 0.00114984234713242
GRK_MESO66_1_30 0.00114984234713242
GRK_MESO66_1_31 0.00114984234713242
GRK_MESO66_1_32 0.00114984234713242
GRK_NAYP109_2_1 0.00114985610806393
GRK_NAYP26_0_1 0.00114988213514008
GRK_NAYP26_0_2 0.00114988213514008
GRK_NAYP67_1_1 0.00114994855251735
GRK_NAYP67_1_2 0.00114994855251735
GRK_NAYP67_1_3 0.00114994855251735
GRK_NAYP67_1_4 0.00114994855251735
GRK_NAYP67_1_5 0.00114994855251735
GRK_NEAP110_2_1 0.00115014760648186
GRK_NEAP110_2_2 0.00115014760648186
GRK_NEAP110_2_3 0.00115014760648186
GRK_NEAP110_2_4 0.00115014760648186
GRK_NEAP110_2_5 0.00115014760648186
GRK_NEAP110_2_6 0.00115014760648186
GRK_NEAP110_2_7 0.00115014760648186
GRK_NEAP110_2_8 0.00115014760648186
GRK_NEAP110_2_9 0.00115014760648186
GRK_NEAP110_2_10 0.00115014760648186
GRK_NEAP110_2_11 0.00115014760648186
GRK_NEAP110_2_12 0.00115014760648186
